beschreibung,dauer_tage,budget_eur,land,region,technologie,projekttyp,teamgroesse,jahr,groesse,projekttyp_detail,ai_effizienz_faktor,stundensatz_eur
"REST API für Hoffmann Solutions mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",39,20762,DE,DE-BY,Backend,Neuentwicklung,1,2020,klein,REST API einfach,1.0,82
"Management-Dashboard für Wolf Systems zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",28,29024,CH,CH,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,128
"Flutter-App für Meier Manufacturing. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",97,142674,DE,DE-BY,Mobile,Neuentwicklung,2,2023,mittel,Mobile App mittel,0.85,95
"KPI-Dashboard für Hartmann Health. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",29,17928,DE,DE-BW,JavaScript,Neuentwicklung,1,2023,klein,Dashboard einfach,0.85,84
"WordPress-Website für Wolf Systems mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",12,8324,DE,DE-HE,PHP,Neuentwicklung,1,2024,klein,WordPress Website,0.78,71
"Business-Intelligence-Tool für Braun Logistics mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",81,79067,DE,DE-BE,Python/ML,Neuentwicklung,2,2018,mittel,Reporting & Analytics Tool,1.0,75
"HR-Self-Service-Portal für Becker & Partner (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",78,124106,DE,DE-NW,JavaScript,Neuentwicklung,3,2022,mittel,Mitarbeiterportal,0.92,76
"WooCommerce-Shop für Braun Logistics mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",47,19442,DE,DE-BE,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,58
"Shopify-Onlineshop für Hartmann Health. Custom-Theme, bis zu 500 Produkte, Anbindung an DHL-Versandschnittstelle, Gutscheinsystem, Produktbewertungen und Newsletter-Integration.",32,18225,DE,DE-BW,PHP,Neuentwicklung,1,2021,klein,Einfacher Online-Shop,0.97,67
"WooCommerce-Shop für Maier Group mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",22,13348,DE,DE-BW,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,64
"Responsive Landing Page für Koch Industries mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",9,5347,DE,DE-SN,JavaScript,Neuentwicklung,1,2023,klein,Landing Page,0.85,67
"Integration-Layer für Wagner Immobilien. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",151,138471,DE,DE-SN,Backend,Neuentwicklung,2,2021,mittel,API-Integration Middleware,0.97,66
"Predictive-Analytics-Plattform für Schwarz Energie. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",443,1632437,CH,CH,Python/ML,Neuentwicklung,5,2020,gross,ML Predictive Analytics,1.0,128
"Datenmigration für Wagner Immobilien von Oracle 11g auf PostgreSQL 15. Schema-Mapping, Stored-Procedure-Umschreibung, Performance-Tests, Zero-Downtime-Migration mit Dual-Write-Ansatz.",61,78327,DE,DE-NW,Backend,Migration,2,2023,mittel,Datenmigraton,1.0,82
"Business-Intelligence-Tool für Müller GmbH mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",41,68624,DE,DE-HE,Python/ML,Neuentwicklung,2,2026,mittel,Reporting & Analytics Tool,0.68,102
"Maßgeschneiderte E-Commerce-Plattform für Schulz Media mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",132,175367,AT,AT,PHP,Neuentwicklung,3,2019,mittel,E-Commerce Platform,1.0,59
"Unternehmenswebsite für Becker & Partner auf WordPress-Basis. Custom-Theme-Entwicklung, WooCommerce-Integration für digitale Downloads, SEO-Plugin-Konfiguration, Hosting-Setup.",13,5961,DE,DE-TH,PHP,Neuentwicklung,1,2022,klein,WordPress Website,0.92,54
"WordPress-Website für Köhler Automotive mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",27,10653,DE,DE-TH,PHP,Neuentwicklung,1,2023,klein,WordPress Website,0.85,56
"Vollständige Neuentwicklung des Kernbanksystems von Weber Consulting. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",611,1719293,DE,DE-SN,Java,Migration,6,2026,gross,Legacy Migration Enterprise,1.0,80
"Wartung und Erweiterung des bestehenden WordPress-Systems von Becker Pharma. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",8,6220,CH,CH,PHP,Weiterentwicklung,1,2021,klein,Legacy Bugfixing & Weiterentwicklung,0.97,96
"Maßgeschneiderte E-Commerce-Plattform für Schmidt AG mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",80,193141,CH,CH,PHP,Neuentwicklung,3,2023,mittel,E-Commerce Platform,0.85,102
"Enterprise-E-Commerce-Plattform für Zimmermann IT mit 50.000+ Produkten, Multi-Mandanten-Fähigkeit, Echtzeit-Bestandssynchronisation, KI-gestützter Produktempfehlung, A/B-Testing-Framework und DACH-Lokalisierung.",184,585696,DE,DE-HH,Java,Neuentwicklung,3,2025,gross,Enterprise E-Commerce,0.72,94
"Flutter-App für Fischer Handel. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",142,210528,AT,AT,Mobile,Neuentwicklung,3,2020,mittel,Mobile App mittel,1.0,79
"Cross-Platform-App (iOS & Android) für Koch Industries mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",138,209598,DE,DE-HE,Mobile,Neuentwicklung,3,2018,mittel,Mobile App mittel,1.0,77
"Flutter-App für Krause Retail. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",109,134063,DE,DE-HH,Mobile,Neuentwicklung,2,2019,mittel,Mobile App mittel,1.0,81
"Migration der Altdaten von Braun Logistics aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",31,53334,DE,DE-NW,Backend,Migration,2,2023,mittel,Datenmigraton,1.0,82
"Business-Intelligence-Tool für Schmidt AG mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",65,96710,DE,DE-SN,Python/ML,Neuentwicklung,3,2024,mittel,Reporting & Analytics Tool,0.78,81
"Migration der Altdaten von Wolf Systems aus Legacy-System (MS Access) in neue PostgreSQL-Datenbank. ETL-Pipeline, Datenbereinigung, Validierungsregeln, Testläufe mit Rollback-Funktion, Dokumentation.",83,79823,DE,DE-NW,Backend,Migration,2,2018,mittel,Datenmigraton,1.0,71
"KPI-Dashboard für Meier Manufacturing. Vue.js Frontend, Echtzeit-Daten via WebSocket, 6 Chart-Typen, automatische E-Mail-Reports, Filterung nach Zeitraum und Region.",31,17352,DE,DE-TH,JavaScript,Neuentwicklung,1,2024,klein,Dashboard einfach,0.78,68
"HR-Self-Service-Portal für Wagner Immobilien (150 Mitarbeiter). Vue.js, REST API, Gehaltsabruf-Modul, Weiterbildungskalender, digitale Personalakte, rollenbasierte Zugriffsrechte, DSGVO-konformes Audit-Log.",73,131453,CH,CH,JavaScript,Neuentwicklung,2,2019,mittel,Mitarbeiterportal,1.0,107
"Flutter-App für Wolf Systems. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",105,121116,AT,AT,Mobile,Neuentwicklung,2,2019,mittel,Mobile App mittel,1.0,77
"Integration-Layer für Bauer Digital. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",71,108410,DE,DE-BY,Backend,Neuentwicklung,2,2024,mittel,API-Integration Middleware,0.78,93
"Einzel-Landing-Page für Produktlaunch von Lange Finance. A/B-Testing-fähig, mehrsprachig (DE/EN), mit CMS-Anbindung für eigenständige Inhaltspflege. Mobile-first Ansatz.",7,5165,DE,DE-BE,JavaScript,Neuentwicklung,1,2024,klein,Landing Page,0.78,78
"Business-Intelligence-Tool für Weiß Transport mit automatisierten Tagesberichten, interaktiven Drill-Down-Charts, Anomalie-Erkennung bei KPIs, Slack-Integration für Alerts und Export-Funktion.",99,113648,AT,AT,Python/ML,Neuentwicklung,2,2022,mittel,Reporting & Analytics Tool,0.92,88
"Flutter-App für Müller GmbH. Kartenintegration via Google Maps, Foto-Upload mit Bildkomprimierung, Echtzeit-Chat via WebSocket, Biometrie-Login, automatische App-Store-Deployment-Pipeline.",91,126200,DE,DE-HE,Mobile,Neuentwicklung,2,2021,mittel,Mobile App mittel,0.97,85
"WooCommerce-Shop für Richter Tech mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",26,12745,DE,DE-BY,PHP,Neuentwicklung,1,2018,klein,Einfacher Online-Shop,1.0,63
"WooCommerce-Shop für Zimmermann IT mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",35,13869,DE,DE-NW,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,60
"Buchungs- und Reservierungsplattform für Schwarz Energie mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",69,99949,DE,DE-NW,JavaScript,Neuentwicklung,3,2022,mittel,Buchungssystem mittel,0.92,76
"REST API für Müller GmbH mit 8 Endpoints, JWT-Authentifizierung, PostgreSQL-Datenbank, automatischer Swagger-Dokumentation und Docker-Containerisierung für einfaches Deployment.",7,5946,DE,DE-SN,Backend,Neuentwicklung,1,2018,klein,REST API einfach,1.0,61
"Cross-Platform-App (iOS & Android) für Krause Retail mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",36,93493,DE,DE-HH,Mobile,Neuentwicklung,2,2026,mittel,Mobile App mittel,0.68,100
"Internes Mitarbeiterportal für Köhler Automotive (80 Nutzer) mit SSO-Anbindung via Azure AD, Urlaubsantrag-Workflow, Dokumentenverwaltung, News-Feed und Organigramm-Darstellung. React Frontend, Node.js Backend, PostgreSQL.",98,127907,DE,DE-SN,JavaScript,Neuentwicklung,3,2020,mittel,Mitarbeiterportal,1.0,62
"Online-Buchungssystem für Schäfer Insurance mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",32,18120,AT,AT,JavaScript,Neuentwicklung,1,2022,klein,Buchungssystem klein,0.92,76
"Predictive-Analytics-Plattform für Krüger Education. Nachfrageprognose mit LSTM-Modell (MAPE < 8%), Anomalie-Erkennung im Produktionsprozess, MLflow für Modell-Versionierung, REST API für ERP-Anbindung, monatliches Retraining.",225,625148,CH,CH,Python/ML,Neuentwicklung,3,2018,gross,ML Predictive Analytics,1.0,120
"Responsive Landing Page für Schulz Media mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",10,4737,DE,DE-TH,JavaScript,Neuentwicklung,1,2022,klein,Landing Page,0.92,64
"Enterprise-E-Commerce-Plattform für Krüger Education mit 50.000+ Produkten, Multi-Mandanten-Fähigkeit, Echtzeit-Bestandssynchronisation, KI-gestützter Produktempfehlung, A/B-Testing-Framework und DACH-Lokalisierung.",223,561373,DE,DE-TH,Java,Neuentwicklung,5,2021,gross,Enterprise E-Commerce,0.97,66
"Vertriebssteuerungs-CRM für Schulz Media. React, GraphQL API, Angebots-Erstellung mit PDF-Export, Wiedervorlage-System, Outlook-Kalender-Synchronisation, Mobilansicht für Außendienst.",101,97535,DE,DE-SN,JavaScript,Neuentwicklung,2,2025,mittel,CRM-System,0.72,72
"Vollständige Neuentwicklung des Kernbanksystems von Maier Group. Java Spring Boot Microservices, Event Sourcing, CQRS, Migrationsskripte für 2 Mio. Datensätze, Compliance-Anforderungen BaFin.",242,717242,DE,DE-SN,Java,Migration,6,2019,gross,Legacy Migration Enterprise,1.0,64
"Cross-Platform-App (iOS & Android) für Koch Industries mit 12 Screens, Nutzerregistrierung, Push-Notifications, Offline-Fähigkeit durch lokale SQLite-Datenbank und REST-API-Anbindung. React Native.",134,226890,DE,DE-BY,Mobile,Neuentwicklung,3,2019,mittel,Mobile App mittel,1.0,85
"Event-Ticketing-System für Krause Retail. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",85,88313,AT,AT,JavaScript,Neuentwicklung,2,2020,mittel,Buchungssystem mittel,1.0,72
"Microservice-API für Schulz Media. Python FastAPI, 5 CRUD-Endpoints, Rate-Limiting, API-Key-Verwaltung, automatisierte Tests mit pytest, CI/CD-Pipeline via GitHub Actions.",33,21243,DE,DE-HH,Backend,Neuentwicklung,1,2023,klein,REST API einfach,0.85,86
"Event-Ticketing-System für Meier Manufacturing. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",50,72056,DE,DE-BY,JavaScript,Neuentwicklung,2,2018,mittel,Buchungssystem mittel,1.0,74
"Management-Dashboard für Frank Legal zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",17,22544,CH,CH,JavaScript,Neuentwicklung,1,2018,klein,Dashboard einfach,1.0,104
"Integration-Layer für Müller GmbH. Apache Kafka, 6 Kafka-Topics, Schema-Registry, Dead-Letter-Queue, automatisches Alerting bei Verarbeitungsfehlern, API-Rate-Limit-Management.",69,65439,DE,DE-SN,Backend,Neuentwicklung,2,2025,mittel,API-Integration Middleware,0.72,75
"Analyse-Dashboard für Schwarz Energie mit Python Dash, Anbindung an 3 Datenquellen, Zeitreihenanalyse, Prognose-Modell für nächste 30 Tage, rollenbasierte Sichtbarkeit.",88,105326,DE,DE-SN,Python/ML,Neuentwicklung,2,2023,mittel,Reporting & Analytics Tool,0.85,78
"Weiterentwicklung und Bugfixing der bestehenden PHP-Anwendung von Schmidt AG. Code-Review, Behebung von 15 kritischen Bugs, Performance-Optimierung der Datenbankabfragen, Upgrade auf PHP 8.2.",18,8776,AT,AT,PHP,Weiterentwicklung,1,2020,klein,Legacy Bugfixing & Weiterentwicklung,1.0,60
"Responsive Landing Page für Hartmann Health mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",10,10502,CH,CH,JavaScript,Neuentwicklung,1,2023,klein,Landing Page,0.85,120
"Maßgeschneiderte E-Commerce-Plattform für Maier Group mit 2.000+ Produkten, Kundenkonto-Bereich, Wunschliste, Produktkonfigurator, Multi-Lager-Verwaltung und Anbindung an Warenwirtschaftssystem.",73,124646,DE,DE-HE,PHP,Neuentwicklung,3,2024,mittel,E-Commerce Platform,0.78,71
"Digitales Patientenportal für Lange Finance mit KV-Anbindung, HL7 FHIR Schnittstelle, Telematikinfrastruktur-Anbindung, ePA-Integration, DSGVO- und KRITIS-konformes Sicherheitskonzept.",493,1017700,DE,DE-BE,Java,Neuentwicklung,4,2022,gross,Gesundheitswesenportal,0.92,79
"WordPress-Website für Schulz Media mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",14,13730,CH,CH,PHP,Neuentwicklung,1,2025,klein,WordPress Website,0.72,108
"Event-Ticketing-System für Wagner Immobilien. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",51,157174,CH,CH,JavaScript,Neuentwicklung,3,2024,mittel,Buchungssystem mittel,0.78,124
"WordPress-Website für Weiß Transport mit 8 Unterseiten, Blog-Funktion, mehrsprachigem Plugin (WPML), individuell entwickeltem Child-Theme und Kontaktformular mit DSGVO-konformer Datenspeicherung.",18,14813,CH,CH,PHP,Neuentwicklung,1,2021,klein,WordPress Website,0.97,96
"WooCommerce-Shop für Fischer Handel mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",54,20808,DE,DE-SN,PHP,Neuentwicklung,1,2022,klein,Einfacher Online-Shop,0.92,55
"Ablösung des Legacy-Systems von Becker Pharma (15 Jahre alt, COBOL/Oracle). Strangler-Fig-Muster, schrittweise Migration von 40 Modulen, paralleler Betrieb beider Systeme für 6 Monate, Zero-Downtime-Cutover.",556,799774,DE,DE-TH,Java,Migration,3,2022,gross,Legacy Migration Enterprise,1.0,69
"WooCommerce-Shop für Klein Software mit bis zu 200 Produkten, Stripe- und PayPal-Zahlungsanbindung, automatisierter Bestellbestätigung per E-Mail und einfacher Lagerverwaltung.",26,13936,DE,DE-TH,PHP,Neuentwicklung,1,2020,klein,Einfacher Online-Shop,1.0,51
"Event-Ticketing-System für Schmidt AG. Next.js, Seat-Map-Visualisierung, QR-Code-Ticket-Generierung, Warteliste, Gutscheinverwaltung, automatische Kapazitätssteuerung.",48,103712,AT,AT,JavaScript,Neuentwicklung,3,2024,mittel,Buchungssystem mittel,0.78,81
"Online-Buchungssystem für Schmidt AG mit Kalenderansicht, automatischen E-Mail-Erinnerungen, Zahlungsintegration via Stripe und Admin-Backend zur Terminverwaltung. React Frontend, Node.js Backend.",55,28129,AT,AT,JavaScript,Neuentwicklung,1,2021,klein,Buchungssystem klein,0.97,74
"Buchungs- und Reservierungsplattform für Braun Logistics mit Multi-Location-Support, dynamischer Preisgestaltung, Gruppenreservierungen, Stornogebühren-Logik und Anbindung an Zahlungsanbieter.",67,111551,CH,CH,JavaScript,Neuentwicklung,2,2019,mittel,Buchungssystem mittel,1.0,107
"Datenmigration für Hoffmann Solutions von Oracle 11g auf PostgreSQL 15. Schema-Mapping, Stored-Procedure-Umschreibung, Performance-Tests, Zero-Downtime-Migration mit Dual-Write-Ansatz.",61,104140,CH,CH,Backend,Migration,2,2020,mittel,Datenmigraton,1.0,115
"Wartung und Erweiterung des bestehenden WordPress-Systems von Schwarz Energie. Plugin-Updates, Sicherheits-Audit, neue Such- und Filterfunktionen, Optimierung der Ladezeiten auf unter 2 Sekunden.",20,19041,CH,CH,PHP,Weiterentwicklung,1,2024,klein,Legacy Bugfixing & Weiterentwicklung,0.78,105
"Responsive Landing Page für Schulz Media mit Kontaktformular, SEO-Optimierung und Google Analytics Integration. Design nach Kundenvorgabe in Figma, Umsetzung mit React und Tailwind CSS.",6,4103,DE,DE-SN,JavaScript,Neuentwicklung,1,2025,klein,Landing Page,0.72,72
"Management-Dashboard für Hoffmann Solutions zur Visualisierung von Verkaufszahlen. React mit Recharts, Datenbankanbindung über bestehende API, Exportfunktion als PDF/Excel, Nutzerrollen-System.",29,18444,DE,DE-SN,JavaScript,Neuentwicklung,1,2025,klein,Dashboard einfach,0.72,72
